distribution,spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle,n_attacked_bundles
P5,centrist,D,49,1.000000,0.963249,0.728095,0.963249,5
P5,off_axis,Z,0,0.304824,0.777894,0.728095,0.891467,4
P5,off_axis,A,0,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,0,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,0,0.186699,0.758596,0.728095,0.891467,4
P5,off_axis,C_PP,0,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,0,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,0,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,1,0.304824,0.777894,0.728095,0.891467,4
P5,off_axis,A,1,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,1,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,1,0.108755,0.745862,0.728095,0.891467,4
P5,off_axis,C_PP,1,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,1,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,1,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,2,0.000000,0.706035,0.728095,0.891467,4
P5,off_axis,A,2,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,2,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,2,0.005469,0.728988,0.728095,0.891467,4
P5,off_axis,C_PP,2,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,2,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,2,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,3,0.114379,0.746781,0.728095,0.891467,5
P5,off_axis,A,3,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,3,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,3,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,3,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,3,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,3,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,4,0.304824,0.777894,0.728095,0.891467,3
P5,off_axis,A,4,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,4,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,4,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP,4,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,4,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,4,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,5,0.000000,0.658958,0.728095,0.891467,4
P5,off_axis,A,5,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,5,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,5,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,5,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,5,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,5,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,6,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,6,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,6,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,6,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,6,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,6,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,6,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,7,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,A,7,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,7,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,7,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,7,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,7,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,7,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,8,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,8,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,8,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,8,0.132039,0.749666,0.728095,0.891467,4
P5,off_axis,C_PP,8,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,8,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,8,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,9,0.304824,0.777894,0.728095,0.891467,5
P5,off_axis,A,9,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,9,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,9,0.468825,0.804688,0.728095,0.891467,5
P5,off_axis,C_PP,9,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,9,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,9,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,10,0.250122,0.768958,0.728095,0.891467,4
P5,off_axis,A,10,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,10,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,10,0.142592,0.751390,0.728095,0.891467,4
P5,off_axis,C_PP,10,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,10,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,10,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,11,0.000000,0.614095,0.728095,0.891467,4
P5,off_axis,A,11,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,11,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,11,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,11,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,11,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,11,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,12,0.000000,0.694339,0.728095,0.891467,4
P5,off_axis,A,12,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,12,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,12,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,12,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,12,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,12,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,13,0.248047,0.768619,0.728095,0.891467,4
P5,off_axis,A,13,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,13,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,13,0.146469,0.752024,0.728095,0.891467,4
P5,off_axis,C_PP,13,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,13,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,13,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,14,0.000000,0.707753,0.728095,0.891467,3
P5,off_axis,A,14,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,14,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,14,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP,14,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,14,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,14,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,15,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,15,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,15,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,15,0.120683,0.747811,0.728095,0.891467,4
P5,off_axis,C_PP,15,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,15,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,15,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,16,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,A,16,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,16,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,16,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,16,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,16,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,16,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,17,0.191933,0.759451,0.728095,0.891467,5
P5,off_axis,A,17,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,17,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,17,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,17,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,17,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,17,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,18,0.304824,0.777894,0.728095,0.891467,4
P5,off_axis,A,18,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,18,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,18,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,18,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,18,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,18,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,19,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,A,19,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,19,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,19,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,19,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,19,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,19,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,20,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,A,20,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,20,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,20,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,20,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,20,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,20,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,21,0.000000,0.614095,0.728095,0.891467,5
P5,off_axis,A,21,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,21,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,21,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,21,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,21,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,21,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,22,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,A,22,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,22,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,22,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,22,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,22,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,22,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,23,0.304824,0.777894,0.728095,0.891467,3
P5,off_axis,A,23,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,23,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,23,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP,23,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,23,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,23,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,24,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,A,24,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,24,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,24,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,24,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,24,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,24,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,25,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,A,25,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,25,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,25,0.000000,0.726956,0.728095,0.891467,4
P5,off_axis,C_PP,25,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,25,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,25,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,26,0.000000,0.614095,0.728095,0.891467,4
P5,off_axis,A,26,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,26,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,26,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,26,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,26,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,26,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,27,0.000000,0.614095,0.728095,0.891467,3
P5,off_axis,A,27,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,27,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,27,0.000000,0.712121,0.728095,0.891467,3
P5,off_axis,C_PP,27,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,27,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,27,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,28,0.153692,0.753204,0.728095,0.891467,3
P5,off_axis,A,28,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,28,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,28,0.153692,0.753204,0.728095,0.891467,3
P5,off_axis,C_PP,28,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,28,0.153692,0.753204,0.728095,0.891467,3
P5,off_axis,D,28,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,29,0.000000,0.694981,0.728095,0.891467,4
P5,off_axis,A,29,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,29,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,29,0.084145,0.741842,0.728095,0.891467,4
P5,off_axis,C_PP,29,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,29,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,29,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,30,0.000000,0.655027,0.728095,0.891467,3
P5,off_axis,A,30,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,30,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,30,0.112340,0.746448,0.728095,0.891467,3
P5,off_axis,C_PP,30,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,30,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,30,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,31,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,A,31,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,31,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,31,0.040098,0.734645,0.728095,0.891467,3
P5,off_axis,C_PP,31,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,31,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,31,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,32,0.196114,0.760134,0.728095,0.891467,5
P5,off_axis,A,32,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,32,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,32,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,32,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,32,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,32,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,33,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,33,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,33,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,33,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,33,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,33,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,33,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,34,0.109769,0.746028,0.728095,0.891467,5
P5,off_axis,A,34,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,34,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,34,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,34,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,34,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,34,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,35,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,A,35,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,35,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,35,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,35,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,35,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,35,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,36,0.000000,0.614095,0.728095,0.891467,4
P5,off_axis,A,36,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,36,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,36,0.152570,0.753020,0.728095,0.891467,4
P5,off_axis,C_PP,36,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,36,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,36,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,37,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,37,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,37,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,37,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,37,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,37,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,37,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,38,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,A,38,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,38,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,38,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,38,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,38,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,38,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,39,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,A,39,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,39,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,39,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,39,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,39,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,39,1.000000,0.891467,0.728095,0.891467,5
P5,off_axis,Z,40,0.000000,0.614095,0.728095,0.891467,4
P5,off_axis,A,40,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,40,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,40,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,40,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,40,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,40,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,41,0.324620,0.781128,0.728095,0.891467,4
P5,off_axis,A,41,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,41,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,41,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,41,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,41,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,41,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,42,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,42,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,42,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,42,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,42,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,42,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,42,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,43,0.304824,0.777894,0.728095,0.891467,4
P5,off_axis,A,43,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,43,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,43,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,43,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,43,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,43,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,44,0.292093,0.775815,0.728095,0.891467,4
P5,off_axis,A,44,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,44,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,44,0.292093,0.775815,0.728095,0.891467,4
P5,off_axis,C_PP,44,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,44,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,44,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,45,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,45,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,45,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,45,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,45,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,45,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,45,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,46,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,46,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,46,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,46,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP,46,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,46,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,46,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,47,0.304824,0.777894,0.728095,0.891467,3
P5,off_axis,A,47,0.000000,0.582494,0.728095,0.891467,3
P5,off_axis,C_CN,47,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_CN_ADV,47,0.237169,0.766841,0.728095,0.891467,3
P5,off_axis,C_PP,47,0.735742,0.848295,0.728095,0.891467,3
P5,off_axis,C_PP_ADV,47,0.401537,0.793695,0.728095,0.891467,3
P5,off_axis,D,47,1.000000,0.891467,0.728095,0.891467,3
P5,off_axis,Z,48,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,A,48,0.000000,0.582494,0.728095,0.891467,4
P5,off_axis,C_CN,48,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_CN_ADV,48,0.535047,0.815507,0.728095,0.891467,4
P5,off_axis,C_PP,48,0.735742,0.848295,0.728095,0.891467,4
P5,off_axis,C_PP_ADV,48,0.401537,0.793695,0.728095,0.891467,4
P5,off_axis,D,48,1.000000,0.891467,0.728095,0.891467,4
P5,off_axis,Z,49,0.411375,0.795302,0.728095,0.891467,5
P5,off_axis,A,49,0.000000,0.582494,0.728095,0.891467,5
P5,off_axis,C_CN,49,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_CN_ADV,49,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP,49,0.735742,0.848295,0.728095,0.891467,5
P5,off_axis,C_PP_ADV,49,0.401537,0.793695,0.728095,0.891467,5
P5,off_axis,D,49,1.000000,0.891467,0.728095,0.891467,5
