spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle,n_attacked_bundles
centrist,D,49,1.000000,1.057498,0.829481,1.057498,5
off_axis,Z,0,0.404586,0.892928,0.829481,0.986300,4
off_axis,A,0,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,0,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,0,0.234054,0.866185,0.829481,0.986300,4
off_axis,C_PP,0,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,0,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,0,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,1,0.404586,0.892928,0.829481,0.986300,4
off_axis,A,1,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,1,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,1,0.179983,0.857706,0.829481,0.986300,4
off_axis,C_PP,1,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,1,0.179983,0.857706,0.829481,0.986300,4
off_axis,D,1,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,2,0.000000,0.781298,0.829481,0.986300,4
off_axis,A,2,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,2,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,2,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,2,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,2,0.000000,0.829221,0.829481,0.986300,4
off_axis,D,2,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,3,0.108396,0.846480,0.829481,0.986300,5
off_axis,A,3,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,3,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,3,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,3,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,3,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,3,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,4,0.404586,0.892928,0.829481,0.986300,3
off_axis,A,4,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_CN,4,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_CN_ADV,4,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_PP,4,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_PP_ADV,4,0.331296,0.881434,0.829481,0.986300,3
off_axis,D,4,1.000000,0.986300,0.829481,0.986300,3
off_axis,Z,5,0.000000,0.764136,0.829481,0.986300,4
off_axis,A,5,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,5,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,5,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,5,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,5,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,5,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,6,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,6,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,6,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,6,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,6,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,6,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,6,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,7,0.331296,0.881434,0.829481,0.986300,4
off_axis,A,7,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,7,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,7,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,7,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,7,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,7,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,8,0.000000,0.711174,0.829481,0.986300,5
off_axis,A,8,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,8,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,8,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,8,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,8,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,8,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,9,0.404586,0.892928,0.829481,0.986300,5
off_axis,A,9,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,9,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,9,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,9,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,9,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,9,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,10,0.332123,0.881564,0.829481,0.986300,4
off_axis,A,10,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,10,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,10,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,10,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,10,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,10,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,11,0.000000,0.688188,0.829481,0.986300,4
off_axis,A,11,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,11,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,11,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,11,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,11,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,11,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,12,0.000000,0.790229,0.829481,0.986300,4
off_axis,A,12,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,12,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,12,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,12,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,12,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,12,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,13,0.300372,0.876585,0.829481,0.986300,5
off_axis,A,13,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,13,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,13,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,13,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,13,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,13,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,14,0.000000,0.818291,0.829481,0.986300,4
off_axis,A,14,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,14,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,14,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP,14,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,14,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,14,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,15,0.000000,0.711174,0.829481,0.986300,5
off_axis,A,15,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,15,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,15,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,15,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,15,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,15,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,16,0.331296,0.881434,0.829481,0.986300,5
off_axis,A,16,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,16,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,16,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,16,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,16,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,16,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,17,0.219563,0.863913,0.829481,0.986300,5
off_axis,A,17,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,17,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,17,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,17,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,17,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,17,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,18,0.404586,0.892928,0.829481,0.986300,4
off_axis,A,18,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,18,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,18,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP,18,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,18,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,18,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,19,0.766490,0.949681,0.829481,0.986300,4
off_axis,A,19,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,19,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,19,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,19,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,19,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,19,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,20,0.331296,0.881434,0.829481,0.986300,4
off_axis,A,20,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,20,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,20,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,20,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,20,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,20,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,21,0.000000,0.688188,0.829481,0.986300,5
off_axis,A,21,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,21,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,21,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,21,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,21,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,21,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,22,0.766490,0.949681,0.829481,0.986300,4
off_axis,A,22,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,22,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,22,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,22,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,22,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,22,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,23,0.404586,0.892928,0.829481,0.986300,3
off_axis,A,23,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_CN,23,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_CN_ADV,23,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_PP,23,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_PP_ADV,23,0.404586,0.892928,0.829481,0.986300,3
off_axis,D,23,1.000000,0.986300,0.829481,0.986300,3
off_axis,Z,24,0.766490,0.949681,0.829481,0.986300,4
off_axis,A,24,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,24,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,24,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,24,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,24,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,24,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,25,0.331296,0.881434,0.829481,0.986300,4
off_axis,A,25,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,25,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,25,0.073066,0.840939,0.829481,0.986300,4
off_axis,C_PP,25,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,25,0.073066,0.840939,0.829481,0.986300,4
off_axis,D,25,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,26,0.000000,0.688188,0.829481,0.986300,4
off_axis,A,26,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,26,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,26,0.258677,0.870046,0.829481,0.986300,4
off_axis,C_PP,26,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,26,0.258677,0.870046,0.829481,0.986300,4
off_axis,D,26,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,27,0.000000,0.688188,0.829481,0.986300,3
off_axis,A,27,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_CN,27,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_CN_ADV,27,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_PP,27,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_PP_ADV,27,0.404586,0.892928,0.829481,0.986300,3
off_axis,D,27,1.000000,0.986300,0.829481,0.986300,3
off_axis,Z,28,0.192749,0.859708,0.829481,0.986300,4
off_axis,A,28,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,28,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,28,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,28,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,28,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,28,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,29,0.000000,0.800301,0.829481,0.986300,3
off_axis,A,29,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_CN,29,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_CN_ADV,29,0.404586,0.892928,0.829481,0.986300,3
off_axis,C_PP,29,0.766490,0.949681,0.829481,0.986300,3
off_axis,C_PP_ADV,29,0.331296,0.881434,0.829481,0.986300,3
off_axis,D,29,1.000000,0.986300,0.829481,0.986300,3
off_axis,Z,30,0.000000,0.765804,0.829481,0.986300,4
off_axis,A,30,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,30,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,30,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,30,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,30,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,30,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,31,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,31,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN,31,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,31,0.159037,0.854421,0.829481,0.986300,4
off_axis,C_PP,31,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,31,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,31,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,32,0.235457,0.866405,0.829481,0.986300,5
off_axis,A,32,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,32,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,32,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,32,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,32,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,32,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,33,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,33,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,33,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,33,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,33,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,33,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,33,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,34,0.073659,0.841032,0.829481,0.986300,5
off_axis,A,34,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,34,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,34,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,34,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,34,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,34,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,35,0.766490,0.949681,0.829481,0.986300,5
off_axis,A,35,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,35,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,35,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,35,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,35,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,35,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,36,0.000000,0.688188,0.829481,0.986300,5
off_axis,A,36,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,36,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,36,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,36,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,36,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,36,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,37,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,37,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,37,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,37,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,37,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,37,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,37,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,38,0.766490,0.949681,0.829481,0.986300,4
off_axis,A,38,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,38,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,38,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,38,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,38,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,38,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,39,0.331296,0.881434,0.829481,0.986300,5
off_axis,A,39,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,39,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,39,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,39,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,39,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,39,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,40,0.000000,0.688188,0.829481,0.986300,4
off_axis,A,40,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,40,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,40,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,40,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,40,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,40,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,41,0.324895,0.880431,0.829481,0.986300,5
off_axis,A,41,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,41,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,41,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP,41,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,41,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,41,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,42,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,42,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,42,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,42,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,42,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,42,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,42,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,43,0.404586,0.892928,0.829481,0.986300,4
off_axis,A,43,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,43,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,43,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,43,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,43,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,43,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,44,0.309376,0.877997,0.829481,0.986300,5
off_axis,A,44,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,44,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,44,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,44,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,44,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,44,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,45,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,45,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,45,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,45,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,45,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,45,0.331296,0.881434,0.829481,0.986300,4
off_axis,D,45,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,46,0.000000,0.711174,0.829481,0.986300,5
off_axis,A,46,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,46,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,46,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP,46,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,46,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,46,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,47,0.404586,0.892928,0.829481,0.986300,5
off_axis,A,47,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,47,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,47,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,47,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,47,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,47,1.000000,0.986300,0.829481,0.986300,5
off_axis,Z,48,0.000000,0.711174,0.829481,0.986300,4
off_axis,A,48,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_CN,48,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_CN_ADV,48,0.404586,0.892928,0.829481,0.986300,4
off_axis,C_PP,48,0.766490,0.949681,0.829481,0.986300,4
off_axis,C_PP_ADV,48,0.404586,0.892928,0.829481,0.986300,4
off_axis,D,48,1.000000,0.986300,0.829481,0.986300,4
off_axis,Z,49,0.370679,0.887610,0.829481,0.986300,5
off_axis,A,49,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_CN,49,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_CN_ADV,49,0.404586,0.892928,0.829481,0.986300,5
off_axis,C_PP,49,0.766490,0.949681,0.829481,0.986300,5
off_axis,C_PP_ADV,49,0.331296,0.881434,0.829481,0.986300,5
off_axis,D,49,1.000000,0.986300,0.829481,0.986300,5
