sigma_between,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
0.45,D,14,1.000000,1.085304,0.857627,1.085304
0.45,Z,15,0.113868,0.883552,0.857627,1.085304
0.45,A,15,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,15,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,15,0.747551,1.027827,0.857627,1.085304
0.45,D,15,1.000000,1.085304,0.857627,1.085304
0.45,Z,16,0.000000,0.731396,0.857627,1.085304
0.45,A,16,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,16,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,16,0.747551,1.027827,0.857627,1.085304
0.45,D,16,1.000000,1.085304,0.857627,1.085304
0.45,Z,17,0.261266,0.917112,0.857627,1.085304
0.45,A,17,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,17,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,17,0.747551,1.027827,0.857627,1.085304
0.45,D,17,1.000000,1.085304,0.857627,1.085304
0.45,Z,18,0.747551,1.027827,0.857627,1.085304
0.45,A,18,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,18,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,18,0.747551,1.027827,0.857627,1.085304
0.45,D,18,1.000000,1.085304,0.857627,1.085304
0.45,Z,19,0.000000,0.724259,0.857627,1.085304
0.45,A,19,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,19,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,19,0.747551,1.027827,0.857627,1.085304
0.45,D,19,1.000000,1.085304,0.857627,1.085304
0.45,Z,20,0.245593,0.913543,0.857627,1.085304
0.45,A,20,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,20,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,20,0.747551,1.027827,0.857627,1.085304
0.45,D,20,1.000000,1.085304,0.857627,1.085304
0.45,Z,21,0.000000,0.835194,0.857627,1.085304
0.45,A,21,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,21,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,21,0.747551,1.027827,0.857627,1.085304
0.45,D,21,1.000000,1.085304,0.857627,1.085304
0.45,Z,22,0.261266,0.917112,0.857627,1.085304
0.45,A,22,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,22,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,22,0.747551,1.027827,0.857627,1.085304
0.45,D,22,1.000000,1.085304,0.857627,1.085304
0.45,Z,23,0.261266,0.917112,0.857627,1.085304
0.45,A,23,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,23,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,23,0.747551,1.027827,0.857627,1.085304
0.45,D,23,1.000000,1.085304,0.857627,1.085304
0.45,Z,24,0.245593,0.913543,0.857627,1.085304
0.45,A,24,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,24,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,24,0.747551,1.027827,0.857627,1.085304
0.45,D,24,1.000000,1.085304,0.857627,1.085304
0.45,Z,25,0.261266,0.917112,0.857627,1.085304
0.45,A,25,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,25,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,25,0.747551,1.027827,0.857627,1.085304
0.45,D,25,1.000000,1.085304,0.857627,1.085304
0.45,Z,26,0.747551,1.027827,0.857627,1.085304
0.45,A,26,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,26,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,26,0.747551,1.027827,0.857627,1.085304
0.45,D,26,1.000000,1.085304,0.857627,1.085304
0.45,Z,27,0.000000,0.731396,0.857627,1.085304
0.45,A,27,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,27,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,27,0.747551,1.027827,0.857627,1.085304
0.45,D,27,1.000000,1.085304,0.857627,1.085304
0.45,Z,28,0.185376,0.899833,0.857627,1.085304
0.45,A,28,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,28,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,28,0.747551,1.027827,0.857627,1.085304
0.45,D,28,1.000000,1.085304,0.857627,1.085304
0.45,Z,29,0.000000,0.724259,0.857627,1.085304
0.45,A,29,0.747551,1.027827,0.857627,1.085304
0.45,C_CN,29,0.747551,1.027827,0.857627,1.085304
0.45,C_PP,29,0.747551,1.027827,0.857627,1.085304
0.45,D,29,1.000000,1.085304,0.857627,1.085304
0.60,Z,0,0.248847,0.906135,0.849282,1.077749
0.60,A,0,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,0,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,0,0.744965,1.019482,0.849282,1.077749
0.60,D,0,1.000000,1.077749,0.849282,1.077749
0.60,Z,1,0.744965,1.019482,0.849282,1.077749
0.60,A,1,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,1,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,1,0.744965,1.019482,0.849282,1.077749
0.60,D,1,1.000000,1.077749,0.849282,1.077749
0.60,Z,2,0.218593,0.899223,0.849282,1.077749
0.60,A,2,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,2,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,2,0.744965,1.019482,0.849282,1.077749
0.60,D,2,1.000000,1.077749,0.849282,1.077749
0.60,Z,3,0.744965,1.019482,0.849282,1.077749
0.60,A,3,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,3,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,3,0.744965,1.019482,0.849282,1.077749
0.60,D,3,1.000000,1.077749,0.849282,1.077749
0.60,Z,4,0.000000,0.721175,0.849282,1.077749
0.60,A,4,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,4,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,4,0.744965,1.019482,0.849282,1.077749
0.60,D,4,1.000000,1.077749,0.849282,1.077749
0.60,Z,5,0.248847,0.906135,0.849282,1.077749
0.60,A,5,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,5,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,5,0.744965,1.019482,0.849282,1.077749
0.60,D,5,1.000000,1.077749,0.849282,1.077749
0.60,Z,6,0.000000,0.717788,0.849282,1.077749
0.60,A,6,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,6,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,6,0.744965,1.019482,0.849282,1.077749
0.60,D,6,1.000000,1.077749,0.849282,1.077749
0.60,Z,7,0.744965,1.019482,0.849282,1.077749
0.60,A,7,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,7,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,7,0.744965,1.019482,0.849282,1.077749
0.60,D,7,1.000000,1.077749,0.849282,1.077749
0.60,Z,8,0.248847,0.906135,0.849282,1.077749
0.60,A,8,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,8,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,8,0.744965,1.019482,0.849282,1.077749
0.60,D,8,1.000000,1.077749,0.849282,1.077749
0.60,Z,9,0.000000,0.721175,0.849282,1.077749
0.60,A,9,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,9,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,9,0.744965,1.019482,0.849282,1.077749
0.60,D,9,1.000000,1.077749,0.849282,1.077749
0.60,Z,10,0.744965,1.019482,0.849282,1.077749
0.60,A,10,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,10,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,10,0.744965,1.019482,0.849282,1.077749
0.60,D,10,1.000000,1.077749,0.849282,1.077749
0.60,Z,11,0.744965,1.019482,0.849282,1.077749
0.60,A,11,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,11,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,11,0.744965,1.019482,0.849282,1.077749
0.60,D,11,1.000000,1.077749,0.849282,1.077749
0.60,Z,12,0.000000,0.829657,0.849282,1.077749
0.60,A,12,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,12,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,12,0.744965,1.019482,0.849282,1.077749
0.60,D,12,1.000000,1.077749,0.849282,1.077749
0.60,Z,13,0.154193,0.884510,0.849282,1.077749
0.60,A,13,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,13,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,13,0.744965,1.019482,0.849282,1.077749
0.60,D,13,1.000000,1.077749,0.849282,1.077749
0.60,Z,14,0.000000,0.721175,0.849282,1.077749
0.60,A,14,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,14,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,14,0.744965,1.019482,0.849282,1.077749
0.60,D,14,1.000000,1.077749,0.849282,1.077749
0.60,Z,15,0.109774,0.874362,0.849282,1.077749
0.60,A,15,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,15,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,15,0.744965,1.019482,0.849282,1.077749
0.60,D,15,1.000000,1.077749,0.849282,1.077749
0.60,Z,16,0.000000,0.721175,0.849282,1.077749
0.60,A,16,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,16,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,16,0.744965,1.019482,0.849282,1.077749
0.60,D,16,1.000000,1.077749,0.849282,1.077749
0.60,Z,17,0.256259,0.907829,0.849282,1.077749
0.60,A,17,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,17,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,17,0.744965,1.019482,0.849282,1.077749
0.60,D,17,1.000000,1.077749,0.849282,1.077749
0.60,Z,18,0.744965,1.019482,0.849282,1.077749
0.60,A,18,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,18,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,18,0.744965,1.019482,0.849282,1.077749
0.60,D,18,1.000000,1.077749,0.849282,1.077749
0.60,Z,19,0.000000,0.717788,0.849282,1.077749
0.60,A,19,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,19,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,19,0.744965,1.019482,0.849282,1.077749
0.60,D,19,1.000000,1.077749,0.849282,1.077749
0.60,Z,20,0.248847,0.906135,0.849282,1.077749
0.60,A,20,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,20,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,20,0.744965,1.019482,0.849282,1.077749
0.60,D,20,1.000000,1.077749,0.849282,1.077749
0.60,Z,21,0.000000,0.827642,0.849282,1.077749
0.60,A,21,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,21,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,21,0.744965,1.019482,0.849282,1.077749
0.60,D,21,1.000000,1.077749,0.849282,1.077749
0.60,Z,22,0.256259,0.907829,0.849282,1.077749
0.60,A,22,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,22,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,22,0.744965,1.019482,0.849282,1.077749
0.60,D,22,1.000000,1.077749,0.849282,1.077749
0.60,Z,23,0.256259,0.907829,0.849282,1.077749
0.60,A,23,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,23,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,23,0.744965,1.019482,0.849282,1.077749
0.60,D,23,1.000000,1.077749,0.849282,1.077749
0.60,Z,24,0.248847,0.906135,0.849282,1.077749
0.60,A,24,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,24,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,24,0.744965,1.019482,0.849282,1.077749
0.60,D,24,1.000000,1.077749,0.849282,1.077749
0.60,Z,25,0.256259,0.907829,0.849282,1.077749
0.60,A,25,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,25,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,25,0.744965,1.019482,0.849282,1.077749
0.60,D,25,1.000000,1.077749,0.849282,1.077749
0.60,Z,26,0.744965,1.019482,0.849282,1.077749
0.60,A,26,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,26,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,26,0.744965,1.019482,0.849282,1.077749
0.60,D,26,1.000000,1.077749,0.849282,1.077749
0.60,Z,27,0.000000,0.721175,0.849282,1.077749
0.60,A,27,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,27,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,27,0.744965,1.019482,0.849282,1.077749
0.60,D,27,1.000000,1.077749,0.849282,1.077749
0.60,Z,28,0.192039,0.893156,0.849282,1.077749
0.60,A,28,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,28,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,28,0.744965,1.019482,0.849282,1.077749
0.60,D,28,1.000000,1.077749,0.849282,1.077749
0.60,Z,29,0.000000,0.717788,0.849282,1.077749
0.60,A,29,0.744965,1.019482,0.849282,1.077749
0.60,C_CN,29,0.744965,1.019482,0.849282,1.077749
0.60,C_PP,29,0.744965,1.019482,0.849282,1.077749
0.60,D,29,1.000000,1.077749,0.849282,1.077749
0.80,Z,0,0.253150,0.892277,0.834173,1.063695
0.80,A,0,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,0,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,0,0.741544,1.004373,0.834173,1.063695
0.80,D,0,1.000000,1.063695,0.834173,1.063695
0.80,Z,1,0.741544,1.004373,0.834173,1.063695
0.80,A,1,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,1,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,1,0.741544,1.004373,0.834173,1.063695
0.80,D,1,1.000000,1.063695,0.834173,1.063695
0.80,Z,2,0.220996,0.884897,0.834173,1.063695
0.80,A,2,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,2,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,2,0.741544,1.004373,0.834173,1.063695
0.80,D,2,1.000000,1.063695,0.834173,1.063695
0.80,Z,3,0.741544,1.004373,0.834173,1.063695
0.80,A,3,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,3,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,3,0.741544,1.004373,0.834173,1.063695
0.80,D,3,1.000000,1.063695,0.834173,1.063695
0.80,Z,4,0.000000,0.703567,0.834173,1.063695
0.80,A,4,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,4,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,4,0.741544,1.004373,0.834173,1.063695
0.80,D,4,1.000000,1.063695,0.834173,1.063695
0.80,Z,5,0.253150,0.892277,0.834173,1.063695
0.80,A,5,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,5,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,5,0.741544,1.004373,0.834173,1.063695
0.80,D,5,1.000000,1.063695,0.834173,1.063695
0.80,Z,6,0.000000,0.705180,0.834173,1.063695
0.80,A,6,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,6,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,6,0.741544,1.004373,0.834173,1.063695
0.80,D,6,1.000000,1.063695,0.834173,1.063695
0.80,Z,7,0.741544,1.004373,0.834173,1.063695
0.80,A,7,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,7,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,7,0.741544,1.004373,0.834173,1.063695
0.80,D,7,1.000000,1.063695,0.834173,1.063695
0.80,Z,8,0.253150,0.892277,0.834173,1.063695
0.80,A,8,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,8,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,8,0.741544,1.004373,0.834173,1.063695
0.80,D,8,1.000000,1.063695,0.834173,1.063695
0.80,Z,9,0.000000,0.703567,0.834173,1.063695
0.80,A,9,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,9,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,9,0.741544,1.004373,0.834173,1.063695
0.80,D,9,1.000000,1.063695,0.834173,1.063695
0.80,Z,10,0.741544,1.004373,0.834173,1.063695
0.80,A,10,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,10,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,10,0.741544,1.004373,0.834173,1.063695
0.80,D,10,1.000000,1.063695,0.834173,1.063695
0.80,Z,11,0.741544,1.004373,0.834173,1.063695
0.80,A,11,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,11,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,11,0.741544,1.004373,0.834173,1.063695
0.80,D,11,1.000000,1.063695,0.834173,1.063695
0.80,Z,12,0.000000,0.813542,0.834173,1.063695
0.80,A,12,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,12,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,12,0.741544,1.004373,0.834173,1.063695
0.80,D,12,1.000000,1.063695,0.834173,1.063695
0.80,Z,13,0.148424,0.868240,0.834173,1.063695
0.80,A,13,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,13,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,13,0.741544,1.004373,0.834173,1.063695
0.80,D,13,1.000000,1.063695,0.834173,1.063695
0.80,Z,14,0.000000,0.703567,0.834173,1.063695
0.80,A,14,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,14,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,14,0.741544,1.004373,0.834173,1.063695
0.80,D,14,1.000000,1.063695,0.834173,1.063695
0.80,Z,15,0.104360,0.858126,0.834173,1.063695
0.80,A,15,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,15,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,15,0.741544,1.004373,0.834173,1.063695
0.80,D,15,1.000000,1.063695,0.834173,1.063695
0.80,Z,16,0.000000,0.703567,0.834173,1.063695
0.80,A,16,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,16,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,16,0.741544,1.004373,0.834173,1.063695
0.80,D,16,1.000000,1.063695,0.834173,1.063695
0.80,Z,17,0.249636,0.891470,0.834173,1.063695
0.80,A,17,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,17,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,17,0.741544,1.004373,0.834173,1.063695
0.80,D,17,1.000000,1.063695,0.834173,1.063695
0.80,Z,18,0.741544,1.004373,0.834173,1.063695
0.80,A,18,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,18,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,18,0.741544,1.004373,0.834173,1.063695
0.80,D,18,1.000000,1.063695,0.834173,1.063695
0.80,Z,19,0.000000,0.705180,0.834173,1.063695
0.80,A,19,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,19,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,19,0.741544,1.004373,0.834173,1.063695
0.80,D,19,1.000000,1.063695,0.834173,1.063695
0.80,Z,20,0.253150,0.892277,0.834173,1.063695
0.80,A,20,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,20,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,20,0.741544,1.004373,0.834173,1.063695
0.80,D,20,1.000000,1.063695,0.834173,1.063695
0.80,Z,21,0.000000,0.813591,0.834173,1.063695
0.80,A,21,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,21,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,21,0.741544,1.004373,0.834173,1.063695
0.80,D,21,1.000000,1.063695,0.834173,1.063695
0.80,Z,22,0.249636,0.891470,0.834173,1.063695
0.80,A,22,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,22,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,22,0.741544,1.004373,0.834173,1.063695
0.80,D,22,1.000000,1.063695,0.834173,1.063695
0.80,Z,23,0.249636,0.891470,0.834173,1.063695
0.80,A,23,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,23,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,23,0.741544,1.004373,0.834173,1.063695
0.80,D,23,1.000000,1.063695,0.834173,1.063695
0.80,Z,24,0.253150,0.892277,0.834173,1.063695
0.80,A,24,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,24,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,24,0.741544,1.004373,0.834173,1.063695
0.80,D,24,1.000000,1.063695,0.834173,1.063695
0.80,Z,25,0.249636,0.891470,0.834173,1.063695
0.80,A,25,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,25,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,25,0.741544,1.004373,0.834173,1.063695
0.80,D,25,1.000000,1.063695,0.834173,1.063695
0.80,Z,26,0.741544,1.004373,0.834173,1.063695
0.80,A,26,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,26,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,26,0.741544,1.004373,0.834173,1.063695
0.80,D,26,1.000000,1.063695,0.834173,1.063695
0.80,Z,27,0.000000,0.703567,0.834173,1.063695
0.80,A,27,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,27,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,27,0.741544,1.004373,0.834173,1.063695
0.80,D,27,1.000000,1.063695,0.834173,1.063695
0.80,Z,28,0.200852,0.880273,0.834173,1.063695
0.80,A,28,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,28,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,28,0.741544,1.004373,0.834173,1.063695
0.80,D,28,1.000000,1.063695,0.834173,1.063695
0.80,Z,29,0.000000,0.705180,0.834173,1.063695
0.80,A,29,0.249636,0.891470,0.834173,1.063695
0.80,C_CN,29,0.741544,1.004373,0.834173,1.063695
0.80,C_PP,29,0.741544,1.004373,0.834173,1.063695
0.80,D,29,1.000000,1.063695,0.834173,1.063695
